ID,NAME,NAME_allportdata,ABBREV,COUNTRY_CODE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,LATDD,LONGDD,MIN_T,MAX_T,RANGE_T,YR_MEAN_T,Salinity,Temp_Src,Sal_Src,MEOW_region,MEOW_province,MEOW_realm,FEOW_region,MEOW_Neighbors,FEOW_Neighbors,,,,,,
2700,South Shetland Is.,NA,NA,GBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2702,Roomassaare,Roomassaare,EST,EST,58.2167,22.5167,58.21667,22.51667,0.52,17.73,17.21,7.57,5.78,WOA,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
2703,Petropavlovsk-Kamchatskiy,Petropavlovsk-Kamchatskiy,RUS,RUS,53.0167,158.6333,53.01667,158.63333,0.17,14.52,14.35,4.62,32.24,Air,WOA,Kamchatka Shelf and Coast,Cold Temperate Northwest Pacific,Temperate Northern Pacific,NA,Aleutian Islands|Eastern Bering Sea|Oyashio Current|Sea of Okhotsk|NA|NA|NA|NA|NA,NA,,,,,,
2704,Kalpeni,Kalpeni,IND,IND,10.1,73.65,10.1,73.65,27.87,30.18,2.32,28.8,34.86,WOA,WOA,Maldives,Central Indian Ocean Islands,Western Indo-Pacific,NA,Chagos|South India and Sri Lanka|Western India|NA|NA|NA|NA|NA|NA,NA,,,,,,
2705,Cape(fo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2706,Queenborough,Queenborough,GBR,GBR,51.417,0.7405,51.41667,0.73333,6.54,19.02,12.48,12.17,19,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
2707,Dundalk,Dundalk,IRL,IRL,54,-6.3833,54,-6.38333,7.05,17.24,10.19,11.45,21.18,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Northern British Isles,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Central & Western Europe|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2708,Hamriyah Terminal,Hamriyah Term.,NA,ARE,25.5667,55.4,NA,NA,NA,NA,NA,27.69,38.74,,,Arabian (Persian) Gulf,Somali/Arabian,Western Indo-Pacific,NA,Gulf of Oman|Western Arabian Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
2709,La Skhira,La Skhira,TUN,TUN,34.2333,10.0667,34.23333,10.06667,13.72,28.08,14.36,21.34,37.93,Air,WOA,Tunisian Plateau/Gulf of Sidra,Mediterranean Sea,Temperate Northern Atlantic,NA,Levantine Sea|Ionian Sea|Aegean Sea|Western Mediterranean|NA|NA|NA|NA|NA,NA,,,,,,
2710,Ragged Is.,Ragged Is.,BHS,BHS,22.2333,-75.75,22.23333,-75.75,24.94,28.84,3.89,26.93,36.24,WOA,WOA,Bahamian,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Carolinian|Eastern Caribbean|Floridian|Greater Antilles|NA|NA|NA|NA|NA,NA,,,,,,
2711,San Antonio Este,San Antonio Este,ARG,ARG,-40.817,-64.7519,-40.81694,-64.75194,10.07,24.53,14.46,17.44,34.1,Air,WOA,North Patagonian Gulfs,Magellanic,Temperate South America,Patagonia,Channels and Fjords of Southern Chile|Chiloense|Patagonian Shelf|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA|NA,South Andean Pacific Slopes|Valdivian Lakes|Mar Chiquita - Salinas Grandes|Cuyan - Desaguadero|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2712,Marshall Islands,NA,NA,MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2713,Penzance,Penzance,GBR,GBR,50.1189,-5.5377,50.13333,-5.53333,9.55,16.63,7.08,12.6,35.26,WOA,WOA,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2714,Civitavecchia,Civitavecchia,ITA,ITA,42.0997,11.79,42.1,11.8,10.94,24.95,14.01,17.64,37.81,Air,WOA,Western Mediterranean,Mediterranean Sea,Temperate Northern Atlantic,Italian Peninsula & Islands,Adriatic Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|Alboran Sea|NA|NA|NA|NA|NA,Cantabric Coast - Languedoc|Gulf of Venice Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2715,Vancouver(USA),Vancouver(USA),USA,USA,45.6333,-122.6667,45.63333,-122.66667,6.12,20.66,14.54,12.88,0,Air,DistIn,"Oregon, Washington, Vancouver Coast and Shelf",Cold Temperate Northeast Pacific,Temperate Northern Pacific,Columbia Unglaciated,North American Pacific Fijordland|Northern California|Puget Trough/Georgia Basin|NA|NA|NA|NA|NA|NA,Alaska & Canada Pacific Coastal|Columbia Glaciated|Upper Snake|Oregon & Northern California Coastal|Lahontan|Oregon Lakes|Upper Missouri|NA|NA|NA|NA|NA|NA|NA,,,,,,
2716,Torregrotta,Torregrotta,ITA,ITA,38.2,15.3667,38.2,15.36667,12.52,26.31,13.79,19.04,38,Air,WOA,Western Mediterranean,Mediterranean Sea,Temperate Northern Atlantic,Italian Peninsula & Islands,Adriatic Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|Alboran Sea|NA|NA|NA|NA|NA,Cantabric Coast - Languedoc|Gulf of Venice Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2717,Hellestrand,Hellestrand,NOR,NOR,61.3333,5.1167,61.33333,5.11667,3.85,14.63,10.78,8.36,18.08,Air,Drake_Model,Southern Norway,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
2718,Faaborg,Faaborg,DNK,DNK,55.1,10.2333,55.1,10.23333,3.58,18.04,14.46,10.04,16.23,Air,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2719,Skaramanga,Skaramanga,GRC,GRC,38,23.5833,38,23.58333,11.13,27.44,16.31,19.42,38.57,Air,WOA,Aegean Sea,Mediterranean Sea,Temperate Northern Atlantic,NA,Black Sea|Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|NA|NA|NA|NA,NA,,,,,,
2720,Pointe Noire(CAN),Pointe Noire(CAN),CAN,CAN,50.1517,-66.4725,50.16667,-66.46667,-1.41,13.58,14.99,4.66,30.32,WOA,WOA,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Gulf of St.Lawrence Coastal Drainages,Gulf of Maine/Bay of Fundy|Northern Grand Banks - Southern Labrador|Northern Labrador|Scotian Shelf|Southern Grand Banks - South Newfoundland|Virginian|NA|NA|NA,Eastern Hudson Bay - Ungava|St.Lawrence|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2721,Lyngdal,Lyngdal,NOR,NOR,58.1333,7.0333,58.13333,7.03333,2.95,16.74,13.79,8.83,14.3,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2722,Turkey,NA,NA,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2723,Pegasus Bay,NA,NA,NZL,-43.3333,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central New Zealand,Southern New Zealand,Temperate Australasia,NA,Northeastern New Zealand|South New Zealand|Three Kings-North Cape|NA|NA|NA|NA|NA|NA,NA,,,,,,
2724,Tokachi,Tokachi,JPN,JPN,42.3,143.3333,42.3,143.33333,-0.29,16.98,17.28,8.12,32.89,WOA,WOA,Oyashio Current,Cold Temperate Northwest Pacific,Temperate Northern Pacific,"Sakhalin, Hokkaido, & Sikhote - Alin Coast",Kamchatka Shelf and Coast|Northeastern Honshu|Sea of Japan/East Sea|Sea of Okhotsk|NA|NA|NA|NA|NA,Lower Amur|Coastal Amur|Hamgyong - Sanmaek|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2725,Chemainus,Chemainus,CAN,CAN,48.9167,-123.7,48.91667,-123.7,6.84,14.61,7.77,10.6,26.3,WOA,WOA,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,NA,"North American Pacific Fijordland|Oregon, Washington, Vancouver Coast and Shelf|NA|NA|NA|NA|NA|NA|NA",NA,,,,,,
2726,Mangalia,Mangalia,ROM,ROM,43.8167,28.5833,43.81667,28.58333,6.55,23.97,17.42,14.96,16.59,WOA,WOA,Black Sea,Black Sea,Temperate Northern Atlantic,Dniester - Lower Danube,Levantine Sea|Aegean Sea|NA|NA|NA|NA|NA|NA|NA,Central & Western Europe|Upper Danube|Gulf of Venice Drainages|Dalmatia|Southeast Adriatic Drainages|Vardar|Thrace|Dnieper - South Bug|NA|NA|NA|NA|NA|NA,,,,,,
2727,Bagnoli,Bagnoli,ITA,ITA,40.8039,14.1748,40.8,14.16667,10.94,25.28,14.34,17.94,37.75,Air,WOA,Western Mediterranean,Mediterranean Sea,Temperate Northern Atlantic,Italian Peninsula & Islands,Adriatic Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|Alboran Sea|NA|NA|NA|NA|NA,Cantabric Coast - Languedoc|Gulf of Venice Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2728,Funafuti,Funafuti,TUV,TUV,-8.5167,179.2,-8.51667,179.2,28.88,29.7,0.82,29.23,34.75,WOA,WOA,Gilbert/Ellis Islands,"Marshall, Gilbert and Ellis Islands",Eastern Indo-Pacific,NA,Fiji Islands|Marshall Islands|Samoa Islands|NA|NA|NA|NA|NA|NA,NA,,,,,,
2729,Buenos Aires,Buenos Aires,ARG,ARG,-34.5902,-58.3775,-34.59028,-58.3775,11.02,22.42,11.4,16.14,27.62,WOA,WOA,Rio de la Plata,Warm Temperate Southwestern Atlantic,Temperate South America,Lower Parana,Rio Grande|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA|NA|NA|NA,Paraguay|Upper Parana|Iguassu|Upper Uruguay|Laguna dos Patos|Chaco|Lower Uruguay|Bonaerensean Drainages|Mar Chiquita - Salinas Grandes|NA|NA|NA|NA|NA,,,,,,
2730,Ungava Bay,NA,NA,CAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2731,Donegal,Donegal,IRL,IRL,54.65,-8.1,54.65,-8.1,5.88,15.43,9.55,10.03,9.67,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Northern British Isles,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Central & Western Europe|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2732,Nha Trang,Nha Trang,VNM,VNM,12.2667,109.1833,12.26667,109.18333,24.78,28.5,3.72,27.1,12.83,Air,Drake_Model,Southern Vietnam,Sunda Shelf,Central Indo-Pacific,NA,Gulf of Thailand|Gulf of Tonkin|South China Sea Oceanic Islands|Sunda Shelf/Java Sea|NA|NA|NA|NA|NA,NA,,,,,,
2733,Cartagena(COL),Cartagena(COL),COL,COL,10.4011,-75.5225,10.41667,-75.53333,26.86,29.09,2.23,28.19,35.18,WOA,WOA,Southwestern Caribbean,Tropical Northwestern Atlantic,Tropical Atlantic,Magdalena - Sinu,Chiapas-Nicaragua|Nicoya|Panama Bight|Southern Caribbean|Western Caribbean|Greater Antilles|NA|NA|NA,Maracaibo|South America Caribbean Drainages - Trinidad|North Andean Pacific Slopes - Rio Atrato|Amazonas High Andes|Orinoco High Andes|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2734,Wolphaartsdijk,Wolphaartsdijk,NLD,NLD,51.5333,3.8167,51.53333,3.81667,5.72,19.22,13.5,11.95,7.92,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2735,Nicaragua,NA,NA,NIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2736,Fame Point,NA,NA,CAN,49.1167,-64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Gulf of Maine/Bay of Fundy|Northern Grand Banks - Southern Labrador|Northern Labrador|Scotian Shelf|Southern Grand Banks - South Newfoundland|Virginian|NA|NA|NA,NA,,,,,,
2737,Bell Rock,NA,NA,GBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2738,San Martinho,San Martinho,PRT,PRT,39.5167,-9.15,39.51667,-9.15,14.09,18.99,4.9,16.62,35.77,WOA,WOA,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,NA,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,NA,,,,,,
2739,Wesseling,Wesseling,DEU,DEU,50.8333,7,50.83333,7,4.49,19.8,15.31,11.74,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2740,Ayios Nikolaos(Crete),Ayios Nikolaos(Crete),GRC,GRC,35.1833,25.7167,35.18333,25.71667,13.12,25.6,12.48,19.4,39.05,Air,WOA,Aegean Sea,Mediterranean Sea,Temperate Northern Atlantic,Unassigned,Black Sea|Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2741,Senegal,NA,NA,SEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2742,Clarence River,Clarence River,AUS,AUS,-29.4167,153.3833,-29.41667,153.38333,20.42,25.8,5.39,23.04,35.37,WOA,WOA,Tweed-Moreton,East Central Australian Shelf,Temperate Australasia,NA,Coral Sea|Lord Howe and Norfolk Islands|Manning-Hawkesbury|Central and Southern Great Barrier Reef|NA|NA|NA|NA|NA,NA,,,,,,
2743,Point Comfort,Point Comfort,USA,USA,28.6333,-96.5667,28.63333,-96.56667,14.02,28.76,14.74,22.87,14.84,Air,Drake_Model,Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Carolinian|Floridian|Southern Gulf of Mexico|NA|NA|NA|NA|NA|NA,NA,,,,,,
2744,Southwold Anch.,NA,NA,GBR,52.3333,1.6833,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2745,Clarks Harbour,Clarks Hbr.,CAN,CAN,43.4167,-65.6333,43.41667,-65.63333,2.72,12.96,10.24,8.05,31.9,WOA,WOA,Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Gulf of Maine/Bay of Fundy|Gulf of St. Lawrence - Eastern Scotian Shelf|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
2746,Pontrieux,Pontrieux,FRA,FRA,48.7,-3.1667,48.7,-3.16667,8.38,18.73,10.35,13.15,17.94,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2748,Chatham,Chatham,GBR,GBR,51.4,0.55,51.4,0.55,6.45,19.02,12.57,12.09,15.63,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2749,Isle of Man,NA,NA,IOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2750,Mardyck,Mardyck,FRA,FRA,51.0025,2.2628,51,2.23333,6.15,17.61,11.46,11.61,34.47,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2751,Tallaboa Bay,NA,NA,PRI,17.9833,-66.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greater Antilles,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Bahamian|Eastern Caribbean|Floridian|Southern Caribbean|Southern Gulf of Mexico|Southwestern Caribbean|Western Caribbean|NA|NA,NA,,,,,,
2752,South Carolina,NA,NA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2753,Isle of Grain,Isle of Grain,GBR,GBR,51.4333,0.7,51.43333,0.7,6.54,19.02,12.48,12.17,18.23,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
2754,Plymouth,Plymouth,GBR,GBR,50.367,-4.1223,50.36667,-4.18333,7.84,18.14,10.3,12.46,35.2,Air,WOA,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2755,Djifere,Djifere,SEN,SEN,13.9333,-16.7667,13.93333,-16.76667,25.03,28.43,3.4,27.25,35.32,Air,WOA,Sahelian Upwelling,West African Transition,Tropical Atlantic,NA,Cape Verde|Gulf of Guinea West|Saharan Upwelling|NA|NA|NA|NA|NA|NA,NA,,,,,,
2756,Copenhagen,Copenhagen,DNK,DNK,55.7,12.6167,55.7,12.61667,2.27,17.03,14.76,9.22,15.05,WOA,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
2757,Ebeltoft,Ebeltoft,DNK,DNK,56.2,10.6667,56.2,10.66667,2.17,16.91,14.74,9.22,20.18,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
2758,Takahama,Takahama,JPN,JPN,35.5,135.5333,35.5,135.53333,10.51,26.43,15.93,17.92,33.57,WOA,WOA,Sea of Japan/East Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,NA,Central Kuroshio Current|East China Sea|Northeastern Honshu|Oyashio Current|Sea of Okhotsk|Yellow Sea|NA|NA|NA,NA,,,,,,
2759,Pulau Bunyu,Pulau Bunyu,IDN,IDN,3.4167,117.95,3.41667,117.95,27.28,29.39,2.11,28.76,33.72,WOA,WOA,Palawan/North Borneo,Western Coral Triangle,Central Indo-Pacific,NA,Eastern Philippines|South China Sea Oceanic Islands|Sulawesi Sea/Makassar Strait|Sunda Shelf/Java Sea|NA|NA|NA|NA|NA,NA,,,,,,
2760,Pulau Batam,Pulau Batam,IDN,IDN,1.1333,103.9167,1.13333,103.91667,27.61,29.89,2.28,28.93,31.85,WOA,WOA,Malacca Strait,Sunda Shelf,Central Indo-Pacific,NA,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Gulf of Thailand|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA,NA,,,,,,
2761,Barrow on Humber,Barrow on Humber,GBR,GBR,53.6966,-0.393,53.68333,-0.38333,6.04,17.74,11.7,11.31,15.73,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2762,Aalborg,Aalborg,DNK,DNK,57.0469,9.9366,57.05,9.91667,3.07,17.74,14.67,9.57,27.65,Air,Close_Sal,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2763,Ambriz,Ambriz,AGO,AGO,-7.8464,13.1231,-7.84639,13.12306,23.58,27.59,4.01,26.08,34.68,Air,WOA,Angolan,Gulf of Guinea,Tropical Atlantic,Cuanza,Namib|Gulf of Guinea South|NA|NA|NA|NA|NA|NA|NA,Kasai|Lower Congo|Zambezian Headwaters|Namib|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2764,Saldanha Bay,Saldanha Bay,ZAF,ZAF,-33.0003,18.0033,-33.05,17.93333,14.73,16.57,1.84,15.39,35.18,WOA,WOA,Namaqua,Benguela,Temperate Southern Africa,Cape Fold,Agulhas Bank|Namib|NA|NA|NA|NA|NA|NA|NA,Southern Temperate Highveld|Karoo|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2765,Nuevitas,Nuevitas,CUB,CUB,21.55,-77.2667,21.55,-77.26667,25.38,28.92,3.54,27.29,36.34,WOA,WOA,Greater Antilles,Tropical Northwestern Atlantic,Tropical Atlantic,Cuba - Cayman Islands,Bahamian|Eastern Caribbean|Floridian|Southern Caribbean|Southern Gulf of Mexico|Southwestern Caribbean|Western Caribbean|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2766,Biringkassi,Biringkassi,IDN,IDN,-4.8167,119.5,-4.81667,119.5,26.85,27.59,0.74,27.59,33.26,Air,WOA,Sulawesi Sea/Makassar Strait,Western Coral Triangle,Central Indo-Pacific,NA,Banda Sea|Eastern Philippines|Halmahera|Lesser Sunda|Northeast Sulawesi|Palawan/North Borneo|Sunda Shelf/Java Sea|NA|NA,NA,,,,,,
2767,Skadovsk,Skadovsk,UKR,UKR,46.1,32.9167,46.1,32.91667,1.75,22.61,20.86,11.37,17.73,Air,WOA,Black Sea,Black Sea,Temperate Northern Atlantic,NA,Levantine Sea|Aegean Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
2768,Ouwerkerk,Ouwerkerk,NLD,NLD,51.6333,3.9833,51.63333,3.98333,4.61,19.2,14.6,11.5,8.69,WOA,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
2769,Balikpapan light. area,NA,NA,IDN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
2770,Isle aux Morts,NA,NA,CAN,47.5833,-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern Grand Banks - South Newfoundland,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Canadian Atlantic Islands,Gulf of St. Lawrence - Eastern Scotian Shelf|Northern Grand Banks - Southern Labrador|NA|NA|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
2771,Lattakia,Lattakia,SYR,SYR,35.5167,35.7667,35.51667,35.76667,13.32,27.59,14.27,21.13,39.15,Air,WOA,Levantine Sea,Mediterranean Sea,Temperate Northern Atlantic,NA,Black Sea|Northern and Central Red Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|Aegean Sea|NA|NA|NA|NA,NA,,,,,,
2772,Mariveles,Mariveles,PHL,PHL,14.4167,120.5,14.41667,120.5,26.48,29.83,3.35,28.37,33.39,WOA,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,NA,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,NA,,,,,,
2773,Balao Terminal,NA,NA,ECU,1.0333,-79.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,Panama Bight,Tropical East Pacific,Tropical Eastern Pacific,NA,Cocos Islands|Guayaquil|Nicoya|Southwestern Caribbean|NA|NA|NA|NA|NA,NA,,,,,,
